название;url;genre;подписки;просмотры;количество авторов
Heavenly Roommates;https://www.webtoons.com/en/fantasy/heavenly-roommates/list?title_no=3208;Fantasy;219632;4200000;2
Death of a Pop Star;https://www.webtoons.com/en/romance/death-of-a-pop-star/list?title_no=2273;Romance;579875;22800000;1
The Shadow Prophet;https://www.webtoons.com/en/drama/the-shadow-prophet/list?title_no=1881;Drama;90831;1800000;2
Version Day and Night;https://www.webtoons.com/en/drama/version-day-and-night/list?title_no=1796;Drama;479198;10500000;1
The Devil is a Handsome Man;https://www.webtoons.com/en/drama/the-devil-is-a-handsome-man/list?title_no=1311;Drama;779179;31600000;1
Lore Olympus;https://www.webtoons.com/en/romance/lore-olympus/list?title_no=1320;Romance;6000000;1100000000;1
The Remarried Empress;https://www.webtoons.com/en/fantasy/the-remarried-empress/list?title_no=2135;Fantasy;2700000;274200000;3
Morgana and Oz;https://www.webtoons.com/en/fantasy/morgana-and-oz/list?title_no=2964;Fantasy;1100000;38500000;1
SubZero;https://www.webtoons.com/en/romance/subzero/list?title_no=1468;Romance;2900000;330100000;1
Eaternal Nocturnal;https://www.webtoons.com/en/romance/eaternal-nocturnal/list?title_no=2832;Romance;1100000;41100000;1
Suitor Armor;https://www.webtoons.com/en/fantasy/suitor-armor/list?title_no=2159;Fantasy;1400000;88700000;1
Omniscient Reader;https://www.webtoons.com/en/action/omniscient-reader/list?title_no=2154;Action;2300000;164000000;3
My Gently Raised Beast;https://www.webtoons.com/en/romance/my-gently-raised-beast/list?title_no=2606;Romance;1500000;78600000;4
The Advanced Player ofthe Tutorial Tower;https://www.webtoons.com/en/action/the-advanced-player-of-the-tutorial-tower/list?title_no=2409;Action;1300000;79400000;3
LUMINE;https://www.webtoons.com/en/fantasy/lumine/list?title_no=1022;Fantasy;3100000;337100000;1
Monster Duke's Daughter;https://www.webtoons.com/en/fantasy/monster-dukes-daughter/list?title_no=4469;Fantasy;271890;3100000;2
Love Me to Death;https://www.webtoons.com/en/fantasy/love-me-to-death/list?title_no=3203;Fantasy;322648;5100000;1
The First Night With the Duke;https://www.webtoons.com/en/fantasy/the-first-night-with-the-duke/list?title_no=1267;Fantasy;1200000;99500000;3
Tower of God;https://www.webtoons.com/en/fantasy/tower-of-god/list?title_no=95;Fantasy;3200000;1000000000;1
DARK MOON:THE BLOOD ALTAR;https://www.webtoons.com/en/fantasy/dark-moon-the-blood-altar/list?title_no=3785;Fantasy;1300000;17800000;1
Doom Breaker;https://www.webtoons.com/en/action/doom-breaker/list?title_no=3197;Action;758296;33900000;1
Jungle Juice;https://www.webtoons.com/en/action/jungle-juice/list?title_no=2480;Action;1100000;58000000;2
Eleceed;https://www.webtoons.com/en/action/eleceed/list?title_no=1571;Action;1400000;182700000;2
The God of High School;https://www.webtoons.com/en/action/the-god-of-high-school/list?title_no=66;Action;2700000;745000000;1
Blood Reverie;https://www.webtoons.com/en/romance/blood-reverie/list?title_no=2806;Romance;407984;8100000;1
Leveling UpMy Husband to the Max;https://www.webtoons.com/en/romance/leveling-up-my-husband-to-the-max/list?title_no=3311;Romance;746499;29300000;3
Master of Villains;https://www.webtoons.com/en/action/master-of-villains/list?title_no=4468;Action;139648;1900000;3
Kill the Dragon;https://www.webtoons.com/en/action/kill-the-dragon/list?title_no=4583;Action;183227;1800000;3
Like Wind on a Dry Branch;https://www.webtoons.com/en/fantasy/like-wind-on-a-dry-branch/list?title_no=2405;Fantasy;1300000;69700000;2
The World After the Fall;https://www.webtoons.com/en/action/the-world-after-the-fall/list?title_no=4011;Action;522317;9000000;3
My In-Laws are Obsessed with Me;https://www.webtoons.com/en/fantasy/my-inlaws-are-obsessed-with-me/list?title_no=3918;Fantasy;471810;12900000;2
For My Derelict Favorite;https://www.webtoons.com/en/romance/for-my-derelict-favorite/list?title_no=4571;Romance;320291;2100000;3
Happily Ever Afterwards;https://www.webtoons.com/en/fantasy/happily-ever-afterwards/list?title_no=2737;Fantasy;579639;30600000;2
Act Like You Love Me!;https://www.webtoons.com/en/romance/act-like-you-love-me/list?title_no=2521;Romance;941057;44000000;1
Mythic Item Obtained;https://www.webtoons.com/en/fantasy/mythic-item-obtained/list?title_no=4582;Fantasy;190667;1100000;2
Men of the Harem;https://www.webtoons.com/en/fantasy/men-of-the-harem/list?title_no=2443;Fantasy;1300000;67700000;3
+99 Reinforced Wooden Stick;https://www.webtoons.com/en/comedy/99-reinforced-wooden-stick/list?title_no=4286;Comedy;252621;4300000;2
The Lone Necromancer;https://www.webtoons.com/en/fantasy/the-lone-necromancer/list?title_no=3690;Fantasy;454864;13200000;3
Hero Killer;https://www.webtoons.com/en/action/hero-killer/list?title_no=2745;Action;685640;28700000;2
1HP Club;https://www.webtoons.com/en/fantasy/1hp-club/list?title_no=2960;Fantasy;499359;26600000;1
See You in My 19th Life;https://www.webtoons.com/en/romance/see-you-in-my-19th-life/list?title_no=1266;Romance;1200000;69700000;1
The Lazy LordMasters the Sword;https://www.webtoons.com/en/fantasy/the-lazy-lord-masters-the-sword/list?title_no=3349;Fantasy;318107;12100000;3
The Dark Lord's Confession;https://www.webtoons.com/en/fantasy/the-dark-lords-confession/list?title_no=4464;Fantasy;260382;3300000;1
The Druid of Seoul Station;https://www.webtoons.com/en/action/the-druid-of-seoul-station/list?title_no=3453;Action;415584;15900000;3
His Majesty's Proposal;https://www.webtoons.com/en/fantasy/his-majestys-proposal/list?title_no=2674;Fantasy;767540;36600000;3
From a Knight to a Lady;https://www.webtoons.com/en/fantasy/from-a-knight-to-a-lady/list?title_no=3164;Fantasy;504598;19000000;2
Return to Player;https://www.webtoons.com/en/action/return-to-player/list?title_no=2574;Action;591387;26700000;3
There Must Be Happy Endings;https://www.webtoons.com/en/romance/there-must-be-happy-endings/list?title_no=3065;Romance;565700;26200000;3
Dungeons & Artifacts;https://www.webtoons.com/en/action/dungeons-and-artifacts/list?title_no=2575;Action;486746;23400000;2
The Lone Spellcaster;https://www.webtoons.com/en/fantasy/the-lone-spellcaster/list?title_no=3478;Fantasy;358008;11100000;2
My S-Class Hunters;https://www.webtoons.com/en/action/my-s-class-hunters/list?title_no=3963;Action;317912;5700000;3
I Get Stronger the More I Eat;https://www.webtoons.com/en/action/i-get-stronger-the-more-i-eat/list?title_no=3199;Action;357906;15000000;2
Regina Rena:To the Unforgiven;https://www.webtoons.com/en/fantasy/regina-lena-to-the-unforgiven/list?title_no=3920;Fantasy;434407;8700000;3
The Greatest Estate Developer;https://www.webtoons.com/en/fantasy/the-greatest-estate-developer/list?title_no=3596;Fantasy;240992;8400000;3
The Witch and The Bull;https://www.webtoons.com/en/fantasy/the-witch-and-the-bull/list?title_no=1892;Fantasy;874976;53600000;1
66,666 Years:Advent of the Dark Mage;https://www.webtoons.com/en/fantasy/66666-years-advent-of-the-dark-mage/list?title_no=3441;Fantasy;400921;12300000;3
The Newlywed Diaryof a Witch and a Dragon;https://www.webtoons.com/en/romance/the-newlywed-diary-of-a-witch-and-a-dragon/list?title_no=2448;Romance;831120;39500000;3
Twilight Poem;https://www.webtoons.com/en/fantasy/twilight-poem/list?title_no=4209;Fantasy;215938;2900000;2
Dear Nemesis;https://www.webtoons.com/en/drama/dear-nemesis/list?title_no=4467;Drama;256702;2400000;3
Limit Breaker;https://www.webtoons.com/en/action/limit-breaker/list?title_no=4176;Action;216060;4200000;3
Infinite Leveling: Murim;https://www.webtoons.com/en/action/infinite-leveling-murim/list?title_no=2676;Action;244280;12000000;2
The Strongest Florist;https://www.webtoons.com/en/action/the-strongest-florist/list?title_no=2507;Action;503734;25100000;2
Winter Moon;https://www.webtoons.com/en/fantasy/winter-moon/list?title_no=1093;Fantasy;1800000;456500000;2
Murim RPG Simulation;https://www.webtoons.com/en/action/murim-rpg-simulation/list?title_no=3779;Action;186306;5000000;2
Zatanna & the Ripper;https://www.webtoons.com/en/fantasy/zatanna-and-the-ripper/list?title_no=4518;Fantasy;186256;1400000;2
Sable Curse;https://www.webtoons.com/en/fantasy/sable-curse/list?title_no=2735;Fantasy;134276;2200000;1
The Breaker: Eternal Force;https://www.webtoons.com/en/action/the-breaker-eternal-force/list?title_no=4501;Action;170171;1100000;2
Long After the Ending;https://www.webtoons.com/en/romance/long-after-the-ending/list?title_no=4179;Romance;206271;3200000;2
Everfallen;https://www.webtoons.com/en/fantasy/everfallen/list?title_no=3762;Fantasy;91474;327060;1
Realta;https://www.webtoons.com/en/fantasy/realta/list?title_no=3271;Fantasy;143664;1500000;1
The Warrior Returns;https://www.webtoons.com/en/action/the-warrior-returns/list?title_no=3265;Action;341020;8900000;2
Forever After;https://www.webtoons.com/en/fantasy/forever-after/list?title_no=2699;Fantasy;392967;16000000;3
7FATES: CHAKHO;https://www.webtoons.com/en/fantasy/7fates-chakho/list?title_no=3784;Fantasy;1500000;26700000;1
Rewriting the Villainess;https://www.webtoons.com/en/fantasy/rewriting-the-villainess/list?title_no=4093;Fantasy;320676;5500000;1
The Blood of the Butterfly;https://www.webtoons.com/en/fantasy/blood-of-the-butterfly/list?title_no=3162;Fantasy;440719;11600000;1
Defects;https://www.webtoons.com/en/fantasy/defects/list?title_no=2731;Fantasy;212670;3000000;1
Karsearin: Adventures of aRed Dragon;https://www.webtoons.com/en/fantasy/karsearin-adventures-of-a-red-dragon/list?title_no=4447;Fantasy;146116;1400000;3
Spells From Hell;https://www.webtoons.com/en/fantasy/spells-from-hell/list?title_no=2431;Fantasy;435579;16300000;2
The Male Lead's Girl Friend;https://www.webtoons.com/en/romance/the-male-leads-girl-friend/list?title_no=3412;Romance;319671;11600000;2
Phone Addict;https://www.webtoons.com/en/romance/phone-addict/list?title_no=4187;Romance;167188;2400000;2
Reincarnated as anUnruly Heir;https://www.webtoons.com/en/action/reincarnated-as-an-unruly-heir/list?title_no=3597;Action;209022;5400000;3
X & Ash;https://www.webtoons.com/en/action/x-and-ash/list?title_no=3992;Action;183107;1900000;2
The Ember Knight;https://www.webtoons.com/en/fantasy/the-ember-knight/list?title_no=2886;Fantasy;218039;8500000;1
God, Please Make Me a Demon!;https://www.webtoons.com/en/comedy/god-please-make-me-a-demon/list?title_no=3198;Comedy;374303;10700000;2
Best Teacher Baek;https://www.webtoons.com/en/action/best-teacher-baek/list?title_no=4153;Action;119305;2000000;3
Knight Under My Heart;https://www.webtoons.com/en/action/knight-under-my-heart/list?title_no=4215;Action;148874;1500000;3
Hooves of Death;https://www.webtoons.com/en/fantasy/hooves-of-death/list?title_no=1535;Fantasy;322424;23200000;1
A Dance of Swords in the Night;https://www.webtoons.com/en/action/a-dance-of-swords-in-the-night/list?title_no=4596;Action;71718;288558;3
So You're Raising a Warrior;https://www.webtoons.com/en/fantasy/so-youre-raising-a-warrior/list?title_no=3175;Fantasy;240215;7400000;2
Gul;https://www.webtoons.com/en/action/gul/list?title_no=2617;Action;210969;7800000;2
21st Century Knights;https://www.webtoons.com/en/fantasy/21st-century-knights/list?title_no=2718;Fantasy;194225;3600000;1
The Final Raid Boss;https://www.webtoons.com/en/fantasy/the-final-raid-boss/list?title_no=3921;Fantasy;151713;2900000;3
The Croaking;https://www.webtoons.com/en/fantasy/the-croaking/list?title_no=1494;Fantasy;616371;52800000;1
Watermelon;https://www.webtoons.com/en/fantasy/watermelon/list?title_no=1435;Fantasy;743982;63600000;1
The MatchmakingBaby Princess;https://www.webtoons.com/en/fantasy/the-matchmaking-baby-princess/list?title_no=3066;Fantasy;236419;8600000;2
God Tribe;https://www.webtoons.com/en/fantasy/god-tribe/list?title_no=4352;Fantasy;97916;1400000;2
QUESTISM;https://www.webtoons.com/en/fantasy/questism/list?title_no=3767;Fantasy;141847;3700000;2
How to Become a Dragon;https://www.webtoons.com/en/fantasy/how-to-become-a-dragon/list?title_no=1973;Fantasy;463404;21600000;1
Blue Matter;https://www.webtoons.com/en/fantasy/blue-matter/list?title_no=2923;Fantasy;155240;3300000;1
Little Matcha Girl;https://www.webtoons.com/en/fantasy/little-matcha-girl/list?title_no=1665;Fantasy;378120;14600000;1
Ultra-Alternate Character;https://www.webtoons.com/en/action/ultra-alternate-character/list?title_no=3581;Action;201396;5000000;1
The Tax Reaper;https://www.webtoons.com/en/drama/the-tax-reaper/list?title_no=4115;Drama;197902;3400000;3
A Summer Night's Dream;https://www.webtoons.com/en/romance/a-summer-nights-dream/list?title_no=2956;Romance;369934;10400000;2
Smity and Majesty;https://www.webtoons.com/en/comedy/smity-and-majesty/list?title_no=2706;Comedy;139128;5500000;1
Deor;https://www.webtoons.com/en/fantasy/deor/list?title_no=1663;Fantasy;1000000;34300000;1
Nomads;https://www.webtoons.com/en/fantasy/nomads/list?title_no=2732;Fantasy;122134;3400000;1
Seven Years Later;https://www.webtoons.com/en/drama/seven-years-later/list?title_no=3647;Drama;192355;2200000;2
Aza;https://www.webtoons.com/en/fantasy/aza/list?title_no=3994;Fantasy;252006;3700000;1
Metro Hunter;https://www.webtoons.com/en/action/metro-hunter/list?title_no=3347;Action;103158;3200000;2
Woven;https://www.webtoons.com/en/fantasy/woven/list?title_no=2744;Fantasy;121737;1800000;1
Lily Crown;https://www.webtoons.com/en/action/lily-crown/list?title_no=2751;Action;86366;1600000;1
The Spark in Your Eyes;https://www.webtoons.com/en/fantasy/the-spark-in-your-eyes/list?title_no=3210;Fantasy;236581;5600000;1
The Earth's Chosen Savior;https://www.webtoons.com/en/action/the-earths-chosen-savior/list?title_no=3593;Action;183064;4000000;2
Lullaby;https://www.webtoons.com/en/fantasy/lullaby/list?title_no=4154;Fantasy;137233;2000000;2
Here There Be Dragons;https://www.webtoons.com/en/fantasy/here-there-be-dragons/list?title_no=2726;Fantasy;135299;1900000;3
Threads of Love;https://www.webtoons.com/en/romance/threads-of-love/list?title_no=3337;Romance;231468;5600000;2
The First Hunter;https://www.webtoons.com/en/action/the-first-hunter/list?title_no=3040;Action;206378;6400000;2
Teenage Dragon;https://www.webtoons.com/en/comedy/teenage-dragon/list?title_no=4188;Comedy;58291;1000000;1
Warrior of the Wild;https://www.webtoons.com/en/action/warrior-of-the-wild/list?title_no=2701;Action;117510;2900000;3
My Roommate is a Gumiho;https://www.webtoons.com/en/romance/my-roommate-is-a-gumiho/list?title_no=2611;Romance;297419;14900000;1
Ghost King;https://www.webtoons.com/en/action/ghost-king/list?title_no=4005;Action;143071;2000000;2
The Last Golden Child;https://www.webtoons.com/en/action/the-last-golden-child/list?title_no=3353;Action;141867;3000000;2
Four Leaf;https://www.webtoons.com/en/fantasy/four-leaf/list?title_no=1454;Fantasy;235741;13700000;1
Religiously Gay;https://www.webtoons.com/en/romance/religiously-gay/list?title_no=2746;Romance;86984;1700000;1
THE STAR SEEKERS;https://www.webtoons.com/en/fantasy/the-star-seekers/list?title_no=3786;Fantasy;816860;5000000;1
The Monster's Bride;https://www.webtoons.com/en/fantasy/the-monsters-bride/list?title_no=3336;Fantasy;177456;4000000;2
How to Survive a Romance Fantasy;https://www.webtoons.com/en/fantasy/how-to-survive-a-romance-fantasy/list?title_no=2855;Fantasy;409847;9000000;1
Love Falls Like Rain;https://www.webtoons.com/en/romance/love-falls-like-rain/list?title_no=2856;Romance;170986;3800000;1
Trailer Park Warlock;https://www.webtoons.com/en/comedy/trailer-park-warlock/list?title_no=1512;Comedy;103376;5900000;1
Fray;https://www.webtoons.com/en/action/fray/list?title_no=4351;Action;92586;1200000;1
Nina's Magic Chest;https://www.webtoons.com/en/fantasy/ninas-magic-chest/list?title_no=4077;Fantasy;49277;1400000;1
The Crimson Blade;https://www.webtoons.com/en/fantasy/the-crimson-blade/list?title_no=4010;Fantasy;105558;1700000;1
Protect the Knight;https://www.webtoons.com/en/fantasy/protect-the-knight/list?title_no=3384;Fantasy;139723;3000000;1
Our Time;https://www.webtoons.com/en/drama/our-time/list?title_no=3600;Drama;119750;2500000;2
Neolithic Girl;https://www.webtoons.com/en/fantasy/neolithic-girl/list?title_no=2851;Fantasy;267154;5800000;2
Warrior Executioner;https://www.webtoons.com/en/fantasy/warrior-executioner/list?title_no=3966;Fantasy;40975;860110;1
Prince Maker;https://www.webtoons.com/en/fantasy/prince-maker/list?title_no=3263;Fantasy;137326;3200000;1
Savior;https://www.webtoons.com/en/fantasy/savior/list?title_no=3413;Fantasy;186476;3000000;2
Psychic Studies;https://www.webtoons.com/en/action/psychic-studies/list?title_no=3907;Action;109505;1800000;1
Mage Again;https://www.webtoons.com/en/fantasy/mage-again/list?title_no=3476;Fantasy;119070;2700000;2
Heavenly Eats;https://www.webtoons.com/en/comedy/heavenly-eats/list?title_no=4356;Comedy;75272;496914;2
Atelier on the Sunflower Hill;https://www.webtoons.com/en/fantasy/atelier-on-the-sunflower-hill/list?title_no=2883;Fantasy;159386;2100000;1
King of the East;https://www.webtoons.com/en/action/king-of-the-east/list?title_no=4081;Action;61181;1200000;2
Zero Game;https://www.webtoons.com/en/fantasy/zero-game/list?title_no=1704;Fantasy;526362;24300000;1
Time Roulette;https://www.webtoons.com/en/fantasy/time-roulette/list?title_no=4313;Fantasy;97171;858061;3
The Wildlands;https://www.webtoons.com/en/fantasy/the-wildlands/list?title_no=2831;Fantasy;72278;933897;1
Good Luck, Hero!;https://www.webtoons.com/en/fantasy/good-luck-hero/list?title_no=3346;Fantasy;98191;2200000;1
Branching Out;https://www.webtoons.com/en/fantasy/branching-out/list?title_no=3204;Fantasy;49035;566284;1
SOLEIL;https://www.webtoons.com/en/fantasy/soleil/list?title_no=1823;Fantasy;240778;7600000;1
The Fabled Warrior;https://www.webtoons.com/en/fantasy/the-fabled-warrior/list?title_no=3179;Fantasy;168237;3000000;2
Vampire Magicka;https://www.webtoons.com/en/fantasy/vampire-magicka/list?title_no=2963;Fantasy;68189;718815;1
Cydonia Shattering;https://www.webtoons.com/en/fantasy/cydonia-shattering/list?title_no=2881;Fantasy;85231;932131;2
Tomorrow;https://www.webtoons.com/en/drama/tomorrow/list?title_no=3913;Drama;139248;1800000;1
Kubera;https://www.webtoons.com/en/fantasy/kubera/list?title_no=83;Fantasy;240622;51300000;1
From Morning to Night;https://www.webtoons.com/en/fantasy/from-morning-to-night/list?title_no=3207;Fantasy;132885;1500000;1
Hwarang: Flower Knights of the Underworld;https://www.webtoons.com/en/action/hwarang/list?title_no=3911;Action;82046;662512;2
Eyes;https://www.webtoons.com/en/fantasy/eyes/list?title_no=3386;Fantasy;38502;878070;1
GANDA: Night Defender;https://www.webtoons.com/en/action/ganda-night-defender/list?title_no=4116;Action;42450;251939;2
Tales of Sarimin the Jinn;https://www.webtoons.com/en/action/sarimin/list?title_no=3247;Action;81618;1200000;1
WEBTOON x BTS;https://www.webtoons.com/en/fantasy/supercasting-bts/list?title_no=3788;Fantasy;814113;10300000;1
Siren's Lament;https://www.webtoons.com/en/romance/sirens-lament/list?title_no=632;Romance;3100000;436600000;1
Fast Forward;https://www.webtoons.com/en/thriller/fast-forward/list?title_no=2764;Thriller;235068;6500000;2
Crumbs;https://www.webtoons.com/en/romance/crumbs/list?title_no=1648;Romance;311238;12400000;1
Trump;https://www.webtoons.com/en/fantasy/trump/list?title_no=84;Fantasy;353192;26700000;1
Super Secret;https://www.webtoons.com/en/romance/super-secret/list?title_no=666;Romance;1800000;211200000;1
Anti-Monster Force;https://www.webtoons.com/en/fantasy/anti-monster-force/list?title_no=2970;Fantasy;144343;3900000;1
Aerial Magic;https://www.webtoons.com/en/fantasy/aerial-magic/list?title_no=1358;Fantasy;545578;16700000;1
Noblesse: Rai's Adventure;https://www.webtoons.com/en/action/noblesse-spin-off/list?title_no=608;Action;403633;7900000;2
Hooky;https://www.webtoons.com/en/fantasy/hooky/list?title_no=425;Fantasy;875161;101700000;1
The Wolf & Red Riding Hood;https://www.webtoons.com/en/comedy/wolf-and-red-riding-hood/list?title_no=2142;Comedy;634056;34400000;1
Tenants from Another World;https://www.webtoons.com/en/fantasy/tenants-from-another-world/list?title_no=3042;Fantasy;210604;3400000;2
Once a Hero;https://www.webtoons.com/en/fantasy/once-a-hero/list?title_no=3211;Fantasy;224963;4600000;1
Cape of Spirits;https://www.webtoons.com/en/action/cape-of-spirits/list?title_no=1559;Action;528181;22100000;1
A Useless Villain;https://www.webtoons.com/en/action/a-useless-villain/list?title_no=2969;Action;406412;10200000;2
Noblesse;https://www.webtoons.com/en/action/noblesse/list?title_no=87;Action;1800000;428200000;2
The Strange Tales of Oscar Zahn;https://www.webtoons.com/en/fantasy/the-strange-tales-of-oscar-zahn/list?title_no=685;Fantasy;347768;15400000;1
SHADOW;https://www.webtoons.com/en/super-hero/shadow/list?title_no=281;Superhero;186864;3800000;2
The Wolfman of Wulvershire;https://www.webtoons.com/en/mystery/the-wolfman-of-wulvershire/list?title_no=1784;Mystery;362231;15600000;1
The Wrath & the Dawn;https://www.webtoons.com/en/fantasy/the-wrath-and-the-dawn/list?title_no=1772;Fantasy;1000000;71000000;2
Newman;https://www.webtoons.com/en/fantasy/newman/list?title_no=405;Fantasy;196239;43500000;1
Snailogy;https://www.webtoons.com/en/slice-of-life/snailogy/list?title_no=387;Slice of life;353621;34300000;1
The Steam Dragon Express;https://www.webtoons.com/en/fantasy/steam-dragon-express/list?title_no=1270;Fantasy;333972;32000000;2
Phantom Paradise;https://www.webtoons.com/en/fantasy/phantom-paradise/list?title_no=1250;Fantasy;632584;43700000;1
Death's Game;https://www.webtoons.com/en/drama/deaths-game/list?title_no=1265;Drama;334394;13800000;2
For the Sake of Sita;https://www.webtoons.com/en/romance/for-the-sake-of-sita/list?title_no=349;Romance;256493;8900000;1
House of Stars;https://www.webtoons.com/en/fantasy/house-of-stars/list?title_no=1620;Fantasy;236971;5700000;2
Refund High School;https://www.webtoons.com/en/fantasy/refundhighschool/list?title_no=1360;Fantasy;1300000;133600000;1
Hardcore Leveling Warrior;https://www.webtoons.com/en/action/hardcore-leveling-warrior/list?title_no=1221;Action;1300000;227400000;1
Mosquito Wars;https://www.webtoons.com/en/sf/mosquito-wars/list?title_no=2404;Sci-fi;135975;5300000;1
Finding Wonderland;https://www.webtoons.com/en/fantasy/finding-wonderland/list?title_no=2704;Fantasy;282314;5700000;2
My Universe;https://www.webtoons.com/en/romance/my-universe/list?title_no=3113;Romance;287507;8000000;2
ORANGE MARMALADE;https://www.webtoons.com/en/romance/orange-marmalade/list?title_no=97;Romance;1000000;127200000;1
Skye;https://www.webtoons.com/en/fantasy/skye/list?title_no=2234;Fantasy;187630;4000000;1
Catharsis;https://www.webtoons.com/en/fantasy/catharsis/list?title_no=396;Fantasy;636081;60900000;1
Rise from Ashes;https://www.webtoons.com/en/supernatural/rise-from-ashes/list?title_no=959;Supernatural;759000;51500000;1
Hellper;https://www.webtoons.com/en/fantasy/hellper/list?title_no=185;Fantasy;183442;23700000;1
Your Adventure;https://www.webtoons.com/en/comedy/your-adventure/list?title_no=506;Comedy;49842;3500000;1
Unlucky is as Lucky does;https://www.webtoons.com/en/comedy/unlucky-is-as-lucky-does/list?title_no=1554;Comedy;249900;25100000;1
Dragnarok;https://www.webtoons.com/en/fantasy/dragnarok/list?title_no=1018;Fantasy;362573;10500000;2
GOSU;https://www.webtoons.com/en/action/gosu/list?title_no=1099;Action;731720;93200000;2
Fluffy Boyfriend;https://www.webtoons.com/en/supernatural/fluffy-boyfriend/list?title_no=1164;Supernatural;1400000;93000000;1
April Flowers;https://www.webtoons.com/en/fantasy/april-flowers/list?title_no=1363;Fantasy;385566;15900000;1
Elf & Warrior;https://www.webtoons.com/en/fantasy/elf-and-warrior/list?title_no=908;Fantasy;234207;27900000;2
Brothers Bond;https://www.webtoons.com/en/action/brothersbond/list?title_no=1458;Action;129514;2200000;2
Strawberry Seafoam;https://www.webtoons.com/en/fantasy/strawberry-seafoam/list?title_no=1248;Fantasy;383504;26400000;1
Flow;https://www.webtoons.com/en/fantasy/flow/list?title_no=101;Fantasy;715887;65200000;1
Dragnarok: Descendants;https://www.webtoons.com/en/fantasy/dragnarok-descendants/list?title_no=1433;Fantasy;220035;5600000;2
microHUNTER;https://www.webtoons.com/en/action/microhunter/list?title_no=2320;Action;338116;20800000;2
DON'T HATE;https://www.webtoons.com/en/comedy/dont-hate/list?title_no=1574;Comedy;267826;36800000;1
DICE;https://www.webtoons.com/en/fantasy/dice/list?title_no=64;Fantasy;1300000;199100000;1
Under the Aegis;https://www.webtoons.com/en/fantasy/under-the-aegis/list?title_no=436;Fantasy;89759;11000000;1
The Girl Who Sees Smells;https://www.webtoons.com/en/fantasy/the-girl-who-sees-smells/list?title_no=2559;Fantasy;154351;5400000;1
Crown of Feathers;https://www.webtoons.com/en/fantasy/crown-of-feathers/list?title_no=2126;Fantasy;303965;10100000;3
The Wendybird;https://www.webtoons.com/en/fantasy/the-wendybird/list?title_no=2546;Fantasy;167754;4400000;3
Dents;https://www.webtoons.com/en/sf/dents/list?title_no=671;Sci-fi;255495;12400000;2
UnderPrin;https://www.webtoons.com/en/supernatural/underprin/list?title_no=78;Supernatural;600730;62700000;1
Winter Woods;https://www.webtoons.com/en/drama/winter-woods/list?title_no=344;Drama;743955;70100000;2
LESSA;https://www.webtoons.com/en/action/lessa/list?title_no=89;Action;216196;11700000;1
Asterion;https://www.webtoons.com/en/drama/asterion/list?title_no=2471;Drama;98978;1900000;1
1000;https://www.webtoons.com/en/action/one-thousand/list?title_no=1217;Action;105490;1500000;2
FLOWAR;https://www.webtoons.com/en/sf/flowar/list?title_no=2403;Sci-fi;85068;2000000;1
Helios:Femina;https://www.webtoons.com/en/fantasy/helios-femina/list?title_no=638;Fantasy;208936;9700000;1
LESSA 2 - The Crimson Knight;https://www.webtoons.com/en/action/lessa-2/list?title_no=507;Action;171400;15500000;1
WEBTOON GREENLiGHT;https://www.webtoons.com/en/fantasy/webtoon-greenlight/list?title_no=1988;Fantasy;749410;16200000;2
The Golden Spoon;https://www.webtoons.com/en/drama/the-golden-spoon/list?title_no=2565;Drama;58816;2600000;1
Ghosts Among the Wild Flowers;https://www.webtoons.com/en/fantasy/ghosts-over-wild-flowers/list?title_no=718;Fantasy;122276;6600000;1
The Masked Fables;https://www.webtoons.com/en/fantasy/the-masked-fables/list?title_no=2384;Fantasy;147310;3100000;1
SOUL CARTEL;https://www.webtoons.com/en/fantasy/soul-cartel/list?title_no=72;Fantasy;233519;31200000;2
Magician;https://www.webtoons.com/en/fantasy/magician/list?title_no=70;Fantasy;191337;39800000;1
Gepetto;https://www.webtoons.com/en/sf/gepetto/list?title_no=81;Sci-fi;168490;14700000;1
Falling in the Blue;https://www.webtoons.com/en/sf/falling-in-the-blue/list?title_no=2291;Sci-fi;86557;942696;1
Firebrand;https://www.webtoons.com/en/supernatural/firebrand/list?title_no=877;Supernatural;167064;4900000;2
Shadow Pirates;https://www.webtoons.com/en/fantasy/shadow-pirates/list?title_no=1455;Fantasy;47144;625986;2
Davinchibi;https://www.webtoons.com/en/fantasy/davinchibi/list?title_no=1190;Fantasy;72940;1200000;2
Guardians of the Video Game;https://www.webtoons.com/en/sf/guardians-of-the-video-game/list?title_no=368;Sci-fi;59123;6400000;1
Thornstone;https://www.webtoons.com/en/fantasy/thornstone/list?title_no=1612;Fantasy;76631;4300000;1
Metaphorical HER;https://www.webtoons.com/en/drama/metaphorical-her/list?title_no=1475;Drama;59064;1300000;2
Cyberbunk;https://www.webtoons.com/en/sf/cyberbunk/list?title_no=466;Sci-fi;46673;3100000;2
Spirits;https://www.webtoons.com/en/fantasy/spirits-re/list?title_no=1348;Fantasy;57974;1600000;2
Sithrah;https://www.webtoons.com/en/fantasy/sithrah/list?title_no=524;Fantasy;50856;3100000;1
ROB;https://www.webtoons.com/en/fantasy/rob/list?title_no=2479;Fantasy;56157;503919;2
Knight Run;https://www.webtoons.com/en/sf/knight-run/list?title_no=67;Sci-fi;92623;4700000;1
Alice Elise;https://www.webtoons.com/en/fantasy/alice-elise/list?title_no=1481;Fantasy;60892;1300000;1
